,id,nationality,sex,title,content,score
11,A100003_v02.txt_1.txt,중국,남자,주말 이야기,저는 친구하고 같이 명동에 갔습니다. 가게가 입니다. 옷 가게가 많습니다. 옷이 예쁩니다. 저는 모자를 샀습니다. 제 친구도 모자를 샀습니다. 그리고 저는 친구하고 같이 영화를 봤습니다. 저는 친구하고 영화를 좋아합니다. 그리고 중국 식당에 명동에 많습니다. 은심은 맛있습니다. 저는 라면을 막있습니니다. 제 친구는 라면을 막지 않이니다. 명동에 예쁩니다. 드래서 명동에 좋아하니다!,80
12,A100003_v03.txt_1.txt,대만,여자,여행 계획,네 부선에 할겁니다. 친구와 같이 쇼핑을 갈니다. 지하철역에서 갈 겁니다.,20
13,A100004_v01.txt_1.txt,미국,여자,여행 계획,저는 여행을 좋아합니다. 십이월에 여행을 가고 싶습니다. 일본에 가고 싶습니다. 저하고 제 친구 제니퍼를 갈 겁니다. 우리가 한국에 있아서 비행기로 탈 겁니다. 일본에서 쇼핑하고 먹을 겁니다. 저는 웃하고 화정펌을 사고 싶습니다. 저는 일본 음식을 좋아하니까 많이 먹을 겁니다. 재미있을 겁니다.,70
14,A100004_v02.txt_1.txt,중국,여자,주말 이야기,저는 지난 주말 주말에 동대문에 갔습니다. 저는 룸메이트하고 같이 갔습니다. 한국 날씨가 춥었습니다. 그레서 우리는 동대문 백화점에서 옷을 샀습니다. 식당하고 커피숍이 동대문에 있었습니다. 그리고 우리는 음식을 먹었습니다. 커피는 마시지 않았습니다. 식당 음식이 많있었습니다. 우리 기분이 좋아했습니다.,90
15,A100004_v03.txt_1.txt,태국,여자,여행 계획,저는 다음 주말에 여행을 가고 싶습니다. 부산에 가고 싶습니다. 제 친구와 함께 갈 겁니다. 서울에서 부산까지 기차로 갈 겁니다. 부산에서 예쁜 바닷가가 있어서 저는 수영을 하고 사진를 믾이 찍을 겁니다. 그리고 승마를 탈 겁니다. 시간이 있으면 아마 친구와 같이 제주도에 갈 겁니다. 돈이 많이 있지만 갈 겁니다. 한 번 가고 싶습니다.,80
16,A100005_v01.txt_1.txt,일본,여자,주말 이야기,삼점동에 갔습니다. 일본 친구하고 갔습니다. 커피숍이 많습니다. 커피숍에서 커피를 마셨습니다. 케이크도 먹었습니다. 기분이 행복했습니다. 공원에 갔습니다. 강이지하고 갔습니다. 공원에 아이가 있습니다. 꽃도 있습니다. 공원에서 강이지하고 산책을 했습니다. 기분이 재미있었습니다.,90
17,A100005_v02.txt_1.txt,중국,여자,주말 이야기,지난 주 칙구하고 커피숍에 갔습니다. 커피숍에서 커피를 마셨습니다. 커피숍에 책을 많지 않습니다. 커피숍에 커피를 많습니다. 우유를도. 커피숍에 학생이 많습니다. 그래서 저는 지난주에 좋아했습니다.,70
18,A100005_v03.txt_1.txt,요르단,남자,여행 계획,시험이 끝난 후에 여자 친구와 부산에 가고 싶습니다. 서울에서 부산까지 버스로 네시간반 걸립니다. 부산에 가기 전에 호텔을 예약할 겁니다. 부산에 도착하면 호텔에 가서 샤워하고 쉴 겁니다. 그 다음에 백화점에 가서 수영복을 살 겁니다. 그리고 바다에서 수영을 할 겁니다. 그리고 배 안에서 저녁식사로 회와 밥을 먹을 겁니다. 그리고 해변가에서 산책하고 야경을 볼 겁니다. 우리는 불꽃 축제를 보고 싶지만 시간이 없을 겁니다. 왜냐하면 2일 후에 새 학기가 시작할 겁니다. 그래서 서울에 돌아올 겁니다.,90
19,A100006_v01.txt_1.txt,일본,여자,여행 계획,저는 다음 방학에 여행을 가고 싶습니다. 일본에 가고 싶습니다. 친구하고 함꼐 갈 겁니다. 일본에 비행기를 타고 갈 겁니다. 친구를 만나서 밥을 먹고 싶습니다. 오랜만에 만나니까 일본 노래방에 가고 싶습니다. 그리고 친구하고 일본노래를 같이 부르고 싶습니다. 다음날에 가족를 만날 겁니다. 부모님은 영화가 좋아하니까 영화관에 같이 갈 겁니다. 그리고 부모님께 크리스마스 선물을 드릴 겁니다.,80
20,A100006_v02.txt_1.txt,중국,여자,주말 이야기,어제는 친구하고 같이 경희대학교를 갔습니다. 나무는 많았습니다. 학생이 많았습니다. 꽃이 많았습니다. 교실이 많았습니다. 색상에 많았습니다. 교실에서 공붰습니다. 나는 좋아했습니다.,60
21,A100006_v03.txt_1.txt,사우디아라비아,남자,여행 계획,저는 일본에 가고 싶습니다. 저 하고 여자친구는 일본에 갈 겁니다. 서울에서 일본까지 비행기로 두 시간 걸릴 겁니다. 그리고 일본음식을 먹을 겁니다. 일본식당에서 스시를 먹을 겁니다. 그리고 바다에 갈 겁니다. 바다에서 수영을 할 겁니다. 그리고 쇼핑을 하고 싶습니다. 백화점에서 옷을 살 겁니다. 그리고 저는 여자친구하고 시진을 많이 찍을 겁니다. 재미있을겁니다.,70
22,A100007_v01.txt_1.txt,홍콩,여자,주말 이야기,"저는 토요일 아침에 집에서 요리를 했습니다. 그리고, 저는 오후에 여의도에 갔습니다. 저는 친구하고 도우미하고 여의도공원에 갔습니다. 여의도공원이 여의도역 3번 출구 옆에 있습니다. 여의도공원에 예쁜 꽃하고 나무가 많았습니다. 여의도공원에 사람도 많았습니다. 저는 친구들하고 여의도공원에서 자전거를 탔습니다. 그리고, 우리는 공원에서 치킨을 먹었습니다. 기분이 아주 좋았습니다.",100
23,A100007_v02.txt_1.txt,중국,여자,주말 이야기,저는 일요일에 도서관에서 갔습니다. 저는 친구하고 도서관에서 갔습니다. 도서관에 책을 있었습니다. 도서관에서 공부했습니다. 저는 책을 읽었습니다. 그래서 일요일에 재미있습니다.,70
24,A100007_v03.txt_1.txt,일본,여자,여행 계획,저는 방학 때 일본에 가고 싶습니다. 일본에 가면 많은 친구하고 남자친구하고 같이 많이 놀고 싶습니다. 그리고 친구하고 같은 옷을 입고 디즈니 랜드에 갈 겁니다. 또 쇼핑을 하고 싶어서 도쿄에서 쇼핑을 할 겁니다. 그리고 맛있는 음식도 많이 먹을 겁니다. 방학 때 고향에도 돌아갈 겁니다. 한국에서 고향까지 비행기로 돌아갑니다. 한 시간 걸습니다. 고향에서 남자 친구하고 대학교에 가서 동아리 친구들하고 만날 겁니다. 남자 친구하고 많이 이야기하고 싶습니다. 남자 친구하고 오랫동안 못 만나서 데이트를 하고 싶지만 남자친구가 대학교 4학년입니다. 그래서 바쁘니까 데이트를 많이 못 할 겁니다.,90
25,A100008_v01.txt_1.txt,홍콩,여자,여행 계획,다음주 금요일부터 방학이니까 친구와 북해도에 갈 겁니다. 친구가 스키를 타고 싶어서 백화점에서 스키 옷을 살 겁니다. 그리고 저는 빨간색 모자를 사고 싶습니다. 아버지께 크리스마스 선물로 드릴 겁니다. 친구가 곰을 보고 싶어하니까 같이 동물원에 갈 겁니다. 그래서 거기에서 사진을 많이 찍을 겁니다. 우리는 온천욕을 아주 좋아서 온천욕을 할 겁니다. 그런데 북해도에 맛있는 음식 많이 있습니다. 저는 회랑 생선이랑 우유 아이스크림을 먹을 겁니다. 저는 도우미에게 선물을 주고 싶습니다. 그래서 마겟에 가서 초콜릿을 살 겁니다. 재미있을 겁니다.,80
26,A100008_v02.txt_1.txt,중국,여자,주말 이야기,다음 주 토요일 저는 명동에 갔습니다. 친구하고 같이 갔습니다. 명동에서 옷 가게 하고 식당이 있었습니다. 옷가게하고 식당이 많었습니다. 옷가게에 옷이 예뻤습니다. 운동화가 좋아지 않했습니다. 치마가 좋아했습니다. 그니고 음식이 맜싰었습니다. 커피숍이 많었습니다. 커피가 좋아했습니다. 그래서 명동에 좋아해습니다.,70
27,A100008_v03.txt_1.txt,몽골,여자,여행 계획,이번 방학에 제가 여행을 가고 싶습니다. 부산에 가고 싶습니다. 고향 친구와 함께 부산에 갈 겁니다. 서울에서 부산까지 버스 타고 갈 겁니다. 멀지만 친구와 함께 있으니까 재미있을 거예요. 부산에 가서 바다에 가고 음식도 먹고 재미있게 놀 겁니다. 부산에서 바다가 제일 유명합니다. 그래서 제가 꼭 가고 싶습니다. 그리거 버스타고 구경을 할 겁니다.,90
28,A100009_v01.txt_1.txt,일본,여자,주말 이야기,저는 지난 주말에 명동에 갔습니다. 일본 언니하고 갔습니다. 명동에 옷 가게하고 신발 가게하고 화장품 가게하고 식당이 많았습니다. 명동에서 밥을 먹었습니다. 감자하고 고기하고 비빔밥을 먹었습니다. 쇼핑도 했습니다. 비가 왔습니다. 저는 비가 안 좋아합니다. 하지만 기분이 아주 좋아했습니다.,90
29,A100009_v02.txt_1.txt,중국,남자,주말 이야기,저는 도서관에 갔습니다. 친구하고 갔습니다. 도서관에서 책을 읽있습니다. 도서관어 학생하고 책 많습니다. 책이 재미있다 읽습니다. 도서관에서 대핵생이 이야기지 않있습니다. 저는 대학생입니다. 그래고 도서관에 공봉하니다.,60
30,A100009_v03.txt_1.txt,일본,여자,여행 계획,방학에 고향 일본에 가고 싶습니다. 혼자서 가고 싶습니다. 일본에 비행기로 갈 겁니다. 일본에서 친구를 만날 겁니다. 친구를 만나서 사진을 찍고 이야기를 많이 하고 싶습니다. 그리고 일본에서 쇼핑을 하고 싶습니다. 고향 요코하마는 옷가게가 많아서 좋습니다. 음식은 초급과 돈까스를 먹고 싶습니다. 한국에도 초밥과 돈까스가 있지만 조금 다릅니다. 또 일본에서 디즈니렌드에도 가고 싶습니다. 디즈니렌드에서 놀리기구에 타고 사진을 찍고 싶습니다. 이번 방학이 정말 재미있을 겁니다.,90
31,A100010_v01.txt_1.txt,일본,여자,여행 계획,저는 방학에 계획이 있습니다. 저는 방학에 여행을 할 겁니다. 아직 안 가니까 제주도에 갈 겁니다. 일본 친구하고 함께 갈 겁니다. 저주도에 비행기를 타고 갈 겁니다. 저주도에서 생선을 먹고 싶습니다. 맛있는 요리를 많이 먹고 싶습니다. 그리고 바다에 가서 노울을 보고 싶습니다. 어랜만에 친구를 만나니까 호텔에서는 이야기 많이 하고 싶습니다. 시잔도 많이 찍고 싶습니다.,80
32,A100010_v02.txt_1.txt,중국,남자,주말 이야기,주마에 명동이 갔습니다. 오늘 날씨가 좋아하다. 친국하고 캍이 갔습니다. 거기에는 옷가게이 많습니다. 거기에서 쇼핑을 했습니다. 식당에 많습니다. 음식은 막시지 않다. 주마 재미하다.,60
33,A100010_v03.txt_1.txt,방글라데시,남자,여행 계획,이번 주말에 여행을 가고 싶습니다. 부산에 가고 싶습니다. 고향 친구하고 같이 갈 겁니다. 서울에서 부산까지 비행기로 한시십분 걸립니다. 우리 비행기로 갈겁니다. 부산에 바다 있습니다. 그래서 바다에서 수영을 할 겁니다. 네년에 부산대학교에 공부해서 부산대학교에 갈 겁니다. 부산에서 한국음식을 먹고 싶습니다. 제가 갈비를 먹고 싶습니다. 갈비가 비싸지만 재미있습니다. 다음주에 부산에서 서울까지 열차로 올겁니다.,80
34,A100011_v01.txt_1.txt,사우디아라비아,남자,주말 이야기,저는 지난 주말에 바빴습니다. 저는 9시 명동에 갔습니다. 저는 12시 친구를 만났습니다. 우리는 여자를 봤습니다. 저는 친구하고 김치하고 포도를 먹었습니다. 주스도 마셨습니다. 저는 극장에 가고 싶었습니다. 저는 영화를 극장에서 봤습니다. 영화를 안 좋아했습니다. 주말이 아주 재미있있습니다.,80
35,A100011_v02.txt_1.txt,중국,여자,주말 이야기,지난 주말 명동입력불가갔습니다. 친구하고 같이 명동갑니다. 거기에는 가게가 많습니다. 친구가 옷가게에서 옷을 샀습니다. 그리고 음삭 많습니다. 서점지 없어않습니다. 우리 커피숍 커프를 마싰습니다. 그리서 명동입력불가좋아했습니다.,60
36,A100011_v03.txt_1.txt,영국,여자,여행 계획,저는 방학 기간에 여행을 가고 싶습니다. 시간이 작아서 멀어지 않는 일본에 갈 겁니다. 동생이 한국에 와서 같이 일본에 갈 겁니다. 한국에서 일본까지 비행기로 갈 겁니다. 아마 세 시간 정도 걸립니다. 저는 동생과 일본 음식이 아주 좋아합니다. 동생하고 같이 일식을 먹고 쇼핑을 할 겁니다. 그리고 구경도 하고 싶습니다. 일본에서 예쁜 장소가 많습니다. 제가 좋아하는 나사에 갈 수 있어서 기분이 좋을 겁니다.,80
37,A100012_v01.txt_1.txt,사우디아라비아,남자,여행 계획,친구 고향은 제주도에입니다. 그리고 제주도에 가고 싶습니다. 다음주에 비행기로 제주도 갑니다. 먼저 저는 제주도에서 친구를 만날 겁니다. 같이 매일 영화를 볼 겁니다. 저는 친구랑 차로 여리강소를 갈 겁니다. 제주도에 생선이 유명하서 우리가 가고 싶습니다. 날씨는 안 좋아하서 등산를 하니까. 아침에서 추구고 수영을 할 겁니다.,50
38,A100012_v02.txt_1.txt,중국,남자,고향 친구와 하고 싶은 일,다음 주말에 우리 같이 명동에 갈 겁니다. 명동에 가게를 많나서 사람이 좋아합니다. 아침에 친구하고 명동에 갈 겁니다. 명동 근처 영화관에서 영화를 볼 겁니다. 점심에 한식당에서 불고기를 먹고 싶습니다. 오후에 커피숍에서 커피를 마실 겁니다. 운동화를 사고 싶습니다. 저녁에 명동에서 집까지 지하찰도 갈 겁니다.,70
39,A100012_v03.txt_1.txt,스웨덴,여자,여행 계획,저는 제주도에 아주 가고 싶습니다. 그래서 방학에 저하고 친구들이 인천공항에 제주도까지 비행기를 타고 한 시간 걸립니다. 그리고 제주도 공항에서 한라산까지 버스로 갈 겁니다. 거기에 저하고 친구들이 등산을 할 겁니다. 그런데 제주도에 유명한 음식이 있어서 많이 먹을 겁니다. 특히 생선과 귤이 유명한 많이 있습니다. 가끔에 생선이 맵지만 맛있습니다. 제주도에 시간이 있으면 바다에서 수영을 할 겁니다.,70
40,A100013_v01.txt_1.txt,스웨덴,여자,주말 이야기,지난 주말에 명동에 갔습니다. 제 친구를 만났습니다. 명동에서 쇼핑을 합니다. 모자하고 구두 삽니다. 식당이 많습니다. 그레서 사람이도 많습니다. 명동에서 밥을 벅습니다. 저는 삼겹살을 먹습니다. 그레서 삼겹살 식당에 갔어요.,70
41,A100013_v02.txt_1.txt,중국,남자,고향 친구와 하고 싶은 일,다음 주에 고향 친구가 한국에 옵니다. 친구하고 롯데월드에 쇼핑을 가고 싶습니다. 롯데월드에 사람이 많고 큰을 가고 싶습니다. 자동차를 타고 갈 겁니다. 배가 고프서 중국 음식을 먹고 싶습니다. 중국 음식을 맛일겁니다. 신반하고 옷을 살 겁니다. 영화관 볼 겁니다. 다음 주에 정말 즐겁니다.,70
42,A100013_v03.txt_1.txt,가나,남자,주말 이야기,지난주 주말에 이태원에 갓습니다. 빌리하고 이태원에 갔습니다. 이태원에 외국인식당하고 영화관하고 옷가게가 많습니다. 그레서 빌리하고 가나 음식을 먹었습니다. 제가 코미디 영화를 아주 좋아합니다. 빌리도 코미디 영화를 좋아합니다. 그레서 빌리하고 영화관에서 코미디 영화를 봤습니다. 지난주 주말 세시반에 빌리하고 쇼핑을 했습니다. 제가 컴퓨터하고 옷을 샀습니다. 빌리도 컴퓨터하고 옷을 샀습니다.,90
43,A100014_v01.txt_1.txt,스웨덴,여자,여행 계획,제 여행을 오월 팔일부터 오월 십삼일까지입니다. 저는 부산에 가고 싶습니다. 제 친구와 같이 갈 겁니다. 부산에 KTX으로 갈 겁니다. 부산에서 바다 보고 한국 음식 먹을 겁니다. 저는 삼겹살 먹어서 커라 마실 겁니다. 부산에서 사진을 찍어 겁니다.,70
44,A100014_v02.txt_1.txt,중국,여자,고향 친구와 하고 싶은 일,다음 주에 고향 찬구가 한국에 올 겁니다. 친구와 같이 명동에 가고 싶습니다. 거기에 옷가게와 신말 가게에 많이 있습니다. 거기에서 쇼핑을 할 거예요. 그리고 우리는 지하철로 타고 유명 식당에서 밥을 먹을 겁니다. 제 친구는 벽화촌을 좋아하서 버스로 벽화촌에 갈 겁니다. 사진을 찍을 거예요. 다음주말을 아주 재밋있을겁니다.,70
45,A100014_v03.txt_1.txt,가나,남자,여행 계획,이번 방학에 여행을 가고 싶습니다. 제주도에 가고 싶습니다. 친구와 같이 제주도에 갈 겁니다. 한국에서 제주도까지 배힝기로 한 시간 쯤 걸립니다. 저는 여행을 좋아하지만 너무 힘들습니다. 제주도에서 친구와 같이 사진을 많이 찍을 겁니다. 한국에서 제주도까지 배로 너무 멀어서 비행기타고 아주 좋아요. 그리고 제주도에서는 친구와 같이 밥을 많이 먹을 겁니다. 맥주도 많이 마시고 싶습니다. 제가 소주를 안 좋아서 마시지 안을 겁니다. 이번 방학에 아주 재미있을 겁니다. 그리고 제가 매우 즐거울 겁니다.,80
46,A100015_v01.txt_1.txt,중국,여자,주말 이야기,지난 주말에 명동에 갔습니다. 친구하고 갔습니다. 명동에는 백화점하고 식당이 있습니다. 백화점에서 옷하고 가방을 샀습니다. 친구가 한국음식을 좋습니다. 친구하고 비빔밥을 먹었습니다. 너무 맛있었습니다. 많은 사람이 있습니다. 지날 주말에 너무 재미있었습니다.,90
47,A100015_v02.txt_1.txt,중국,여자,고향 친구와 하고 싶은 일,다음 주에 고향 친구가 한국에 올 겁니다. 제주도 유명한 섬에서 가고 싶습니다. 제주도에서 경치를 구경하고 사진을 찍을 겁니다. 친구하고 같이 수영을 할 겁니다. 등산을 안 좋아해서 한라산 안 갈 겁니다. 제 친구가 불고기를 좋아하서 불고기를 먹고 싶습니다. 식당에서 가고 먹을 겁니다. 서울에서 제주도까지 배힝기로 한 시 거렵니다. 피공지만 기분이 좋습니다.,90
48,A100015_v03.txt_1.txt,엘살바도르,남자,주말 이야기,지난 주말에 동물원에 갔습니다. 동물원은 서울대공원역 근처에 있습니다. 친구하고 동물원에 갔습니다. 동물원은 사자가 있습니다. 그리고 호랑이도 있습니다. 동물원에서 친구하고 동물을 봤습니다. 그리고 친구하고 밥을 먹습니다. 동물원은 재미있었습니다.,80
49,A100016_v01.txt_1.txt,중국,여자,여행 계획,이번 방학에는 여행을 가고 싶습니다. 제주도에 가고 싶습니다. 친구와 함께 갈 겁니다. 비행기를 타고 제주도에 갈 겁니다. 제주도에 등산을 하고 전통 음식을 먹을 겁니다. 저는 해물을 좋아합니다. 그래서 친구와 함께 바다에 갈 겁니다. 바다에서 사진을 찍을 겁니다. 시간이 있어서 수영을 할 수 있습니다. 고향 친구에게 선물을 살 겁니다. 날씨가 좋으니까 산책을 할 겁니다. 이번 방학은 정말 재미있을 겁니다.,90
50,A100016_v02.txt_1.txt,중국,남자,고향 친구와 하고 싶은 일,다음 주에 고향 친구가 한국에 올 겁니다. 저는 기분이 아주 좋습니다. 저는 친구하고 같이 명동에 가고 싶습니다. 옷 가게가 많아서 자주 갑니다. 저와 친구는 명동에서 사진을 많이 찍고 싶습니다. 그리고 우리 같이 청바지를 살 겁니다. 오후 한 시에 우리 같이 한국 식당에 가서 비빔밥을 하고 회도 먹고 싶습니다. 식당 직원이 중국말을 잘 해서 중국말로 음식을 주문할 수 있습니다. 옷 가게에 많이 가서 조금 피곤할 수 있지만 정말 즐겁을 겁니다.,80
51,A100016_v03.txt_1.txt,엘살바도르,남자,여행 계획,저는 방학에 여행을 가고 싶습니다. 기숙사 친구와 용산에 가고 싶습니다. 용산에는 지하철로 갈 겁니다. 용산에서 밥을 먹고 e스포츠 경기장에 갈 겁니다. 그 경기장에서 컴퓨터 게임 경기를 볼 겁니다. 경기 후에 용산 큰 가게에 가서 휴대폰과 카메라를 살 겁니다. 용산이 가깝지만 가끔 회기역에서 용산역까지 지하철로 사십 분 쯤 걸립니다. 용산은 아주 재미있어서 방학에 가고 싶습니다!,100
52,A100017_v01.txt_1.txt,대만,남자,주말 이야기,지난 주말에 쇼핑하고 운동을 했습니다. 토요일에 동대문 신발 가게에 갔습니다. 여자친구하고 친구를 같이 갔습니다. 저는 운동화하고 옷을 사고 싶었습니다. 신발 가게에서 운동화하고 신발하고 옷을 샀습니다. 친구는 신발도 샀습니다. 일요일에 학교 농구장에서 농구를 했습니다. 제 신발하고 운동화는 좋아핬습니다. 기분이 좋았습니다.,90
53,A100017_v02.txt_1.txt,중국,여자,고향 친구와 하고 싶은 일,다음 주에 고향 친구 하고 같이 한국에 갈 겁니다. 비행기를 타고 갈 겁니다. 저는 친구하고 같이 수영을 하고 싶습니다. 아주 재미있을 겁니다. 그리고 한국 음식을 맛있습니다. 저는 불고기를 먹고 싶습니다. 저는 명동에 갈 겁니다. 명동에 사람이 많아서 아주 재미있습니다. 이 여행이 아주 좋습니다.,80
54,A100017_v03.txt_1.txt,우즈베키스탄,여자,주말 이야기,저는 지난 주말에 동대문에 갔습니다. 동대문에서 세시에 친구를 만났습니다. 친구하고 옷을 샀습니다. 그리고 가방도 샀습니다. 여섯시에 집에 왔습니다. 한국어를 공부했습니다. 비빔밥하고 빵도 먹었습니다. 열한시에 터키 영화를 봤습니다. 밤에 우유를 마셨습니다. 밤 열두시에 잤습니다.,90
55,A100018_v01.txt_1.txt,대만,남자,여행 계획,저는 학생입니다. 지금 서울에서 한국어를 공부합니다. 내일 여행을 갈 겁니다. 제가 일산에 가고 싶습니다. 여자친구하고 같이 갈 겁니다. 일산에 지하철를 타고 갈 겁니다. 일산에서 아버지 친구를 만날 겁니다. 일산에서 퐁경은 여뻐서 저는 가고 싶습니다. 일산에서 음식을 많이 먹으니까 음식은 싸고 맛있습니다. 아버지 친구는 제게 옷을 주시십다.,70
56,A100018_v02.txt_1.txt,중국,남자,고향 친구와 하고 싶은 일,다음 주에 고향 친구가 한구에 옵니다. 명동에 가고 싶습니다. 운동화를 살 겁니다. 그리고 한국 식당에 가서 한국 음식을 먹을 겁니다. 제 친구가 돼지고기를 좋아합니다. 그리고 한국 화장폼 시고 커피를 마셜 겁니다. 저녁에 친구 하구 같이 영화관에 가서 한국 영화를 볼 겁니다. 그리고 버스를 타고 집에 갈 겁니다.,70
57,A100018_v03.txt_1.txt,우즈베키스탄,여자,여행 계획,저는 칠월 삼실에 여행을 가고 싶습니다. 저는 어머니하고 프랑스에 여행을 갈 겁니다. 우리 나라에서 프랑스에 비행기로 갈 겁니다. 프랑스에 가고 어머니하고 구경을 할 겁니다. 제 어머니가 경치를 아주 좋아서 프랑스에 같이 가고 싶습니다. 저는 지금 한국에 있습니다. 우리 가족은 거향이 있습니다. 저는 보모님은 아주 보고 싶습니다. 저는 지금 한국에 있지만 내 녕에 우리 거향에 갈 겁니다.,70
58,A100019_v01.txt_1.txt,홍콩,남자,주말 이야기,지난 주말에 식당에 갔습니다. 제 친구하고 식당에 갔습니다. 식당에 불고기하고 커피를 있었습니다. 제가 식당에서 불고기를 먹었습니다. 제 친구도 불고기를 먹었습니다. 제가 커피를 마셨습니다. 불고기는 맛있었습니다. 하지만 커피는 맛없었습니다.,90
59,A100019_v02.txt_1.txt,중국,여자,고향 친구와 하고 싶은 일,다음 주에 고향 친구가 한국에 올 겁니다. 저는 친구하고 같이 재주도로 여행을 하고 싶습니다. 재주도 경치가 좋아하고 아름답습니다. 우리는 수영을 하고 말도 탈 겁니다. 그리고 우리는 등산을 좋아서 한라산에 갈 겁니다. 한라산 위에 공기가 좋습니다. 바다도 볼 겁니다. 정말 재미있을 겁니다. 우리는 재주도에서 쇼핑도 할 겁니다. 옷을 사고 싶습니다. 그래서 기분이 좋을 겁니다.,80
60,A100019_v03.txt_1.txt,몽골,여자,주말 이야기,지난 주말에 동대문에 갔습니다. 나문하고 자야도 같이 갔습니다. 동대문에서 옷을 샀습니다. 그리고 밥을 먹습니다. 영화를 봤습니다. 진짜 재미있어습니다. 하지만 날씨가 춥습니다. 비가 왔습니다.,70
61,A100020_v01.txt_1.txt,홍콩,남자,여행 계획,이번 주말에 오사카에 가고 싶습니다. 친구도 오사카에 가고 싶으니까 친구하고 같이 갑시다. 우리들이 비행기를 타고 오사카에 갈 겁니다. 우리들이 오사카에서 사신을 찍을 겁니다. 그리고 오사카에서 광관할 겁니다. 오사카 식당에 갈 겁니다. 오사카 해선몰이 유명해서 해선몰을 먹을 겁니다. 이번 주말은 재미있을 겁니다.,80
